"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"82602f53725970c69e0ac88ce6a1a26c",9.64556962025316,-3.83529106520205,0.520017881883047,-7.37530611700122,1.63967859511305e-13,1.19696537443253e-11,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","Spirosoma oryzae"
"3f60c76f601f7227c9027491c1afbeb9",29.1645569620253,-2.6525024532403,0.621550042301738,-4.26756057069435,1.97622122687364e-05,0.000422649691890055,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"df31d8e10878ccd07a66a11c1a6cfb9d",2.17721518987342,1.84130190196437,0.440336051614032,4.18158335029612,2.89486090335654e-05,0.000422649691890055,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"68cee33877840ff76a5ae275b950fa56",2.15189873417722,1.81875934490675,0.433051456584674,4.19986890068601,2.670695707888e-05,0.000422649691890055,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"81bb8404ca2cdd21931355a8c884e197",2.69620253164557,1.95316144731055,0.4350464499452,4.48954691517786,7.13748266935484e-06,0.000260518117431452,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
