"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2027507d9559326ecd19f43c90dc4f70","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"b417a2fd2b5ff72c364cb2ab8df85be6","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"db8eaba8ba095cb0d188630127a8190b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Niastella gongjuensis"
"a3c9e6f0141a6747e3c31ef983cc8883","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"87f0f8a9e07ba75ad7d6dbbe6007cadb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"bc834a7bba678cec3d8c88e5db6e23ea","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"a81ed0ae6bf9e0b1d58632b433280574","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"3b91707e828ca42e3e6b2577508421e4","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"fea9c26da870a8730b28bd6c51aeac91","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"0001543c829e7f5010536277a36ce524","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"85a2e6d66623b8a846838a91644b03b5","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured Chitinophagaceae bacterium"
"e01724b585e23f2dabe3b31a9a2fc3fb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"db626ee32b45318a7e9d034be643e2bb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"31d3f73c048237eb36929e3b419e4878","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured Niastella sp."
"0cce0e8515ff3c2976162da1c719d376","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured Niastella sp."
"154928972472af72c4abc1a1cfec40ff","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"0b1af41bf7fe931445a16f37b93a1d5d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","metagenome"
"15eaec8bacff97edf901dd3e58103809","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",NA
"e3be1e1e9cc411028e8f9a3ec8cff687","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"c011e7b5c64851e81bb1bbee1a876413","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"61e90c1a60b3e05ce19779784fd2c416","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"836ab57f02565ac4f173f526cd03c717","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"dcfb9047be3eccb9e3097025332e28de","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"78cd57dd513c8f5713dfe76d3f357a3f","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"013661034ad9cc4090034c8af29f625e","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"48b247f43ca77201078dc50ea06887ae","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"305d7c5219a080a23b21b849c420e256","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"7f096c90104bf897a14800c1cae92c48","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"a3c4bba5b94d1bbacbfe8372a3662736","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"57064d1bdfd912a5183020c7491af296","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"88b681cdfb1de221b52c9cb85e79c2be","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"f1e0f0de156e085e7f7b079894228af7","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ea808ed3dc7db1d935c7c78304d67ecb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"45e4d9f54d7331a608a2c016cfcf8971","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"815ad723b6aa7c8fd4381428a9c808ea","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"6da0afddbc9476737edecee16ff2e605","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA
"1ba638fe58c43a1b81256d7c9fb8e990","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas",NA
"62d34bf5a5a88cbabd2629bb5ca54ee8","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"de10c779b4cbc349f0dbe8da057e1ed0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"8affe31f54668534fab21bc999370f1c","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"d2b00ff5057d99ab164c4f9c9bbd48e9","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"5a4cc5ffd93bf4eff8d850cf8b7ac5a0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"0825131a226cf45fa58344f326a83f39","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"d3c297b3071318699528a892f9bb08c3","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"51a1b6be2b09c5f86056ab71783565db","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"71b5d18d0d87779f140dfd257da59d3c","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"252c85d199d91c8667fb362ef2a98225","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","metagenome"
"cedc29babf7776f4a74d583b164829c2","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured Bacteroides sp."
"fd70d87ace4650b275cdd8f0649a395e","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"f650cef7ee6283d81d9d6bd508228d6b","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9 marine group","metagenome","metagenome"
"bb0fd7993f0a3afdad679cf38eb8e827","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"d83467ea467c086eb2aa3bc982499b6e","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","CWT CU03-E12",NA,NA
"9f706d10269e7f7363236dfeff85fcd9","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","CWT CU03-E12","uncultured Bacteroidetes bacterium","uncultured Bacteroidetes bacterium"
"5f9251f00481107cb2c8d132208c35b8","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","CWT CU03-E12",NA,NA
"de18b8dad0596af37c8cb6d827081bd7","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13","uncultured bacterium","uncultured bacterium"
"87ee1b243367cc227c0a4d224e6a827d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",NA,NA
"e787652dea213736f2a7e5d7468f8eb0","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",NA,NA
"1cbbfa0628baad45f0b3c0df2717f8ea","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","37-13",NA,NA
"c916115e009c9c1be9fc50c076a4dff3","Bacteria","Acidobacteria","Subgroup 17","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium","uncultured Acidobacteriales bacterium"
"2e9c47bf08ddca20ead51f0560ae4f9f","Bacteria","Acidobacteria","Subgroup 17","metagenome","metagenome","metagenome","metagenome"
"eda422abccd30fc7f7528e8291cb3135","Bacteria","Acidobacteria","Subgroup 17","metagenome","metagenome","metagenome","metagenome"
"aee3d982a681a01d5f260221b8ae1364","Bacteria","Acidobacteria","Subgroup 17","uncultured Holophaga sp.","uncultured Holophaga sp.","uncultured Holophaga sp.","uncultured Holophaga sp."
"883f60991b6f12b606aac9068534750f","Bacteria","Acidobacteria","Subgroup 17","uncultured Holophaga sp.","uncultured Holophaga sp.","uncultured Holophaga sp.","uncultured Holophaga sp."
"6402da9255cff6afb80bd55bbc981acf","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92"
"332cef5a48cd8b0fae7d0d9b33b3cefe","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92"
"49322602d09e08aec5856adf3f889100","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92","uncultured bacterium 92"
"bafc67bdc84a3e0b1b660df7d972878f","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter",NA
"79ba1188a1f1d9b9b2ac64148f96f8b4","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter","uncultured bacterium"
"5de2f46e68aa8dcd3644dd66caf792e2","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Luteitalea",NA
"ba652a41a685a343207e5f5a3d740970","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter",NA
"3f69d6eeb3da6ad0d0d57922bcaffd33","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter",NA
"56a017b14cfd3e64fc9b38faf2825397","Bacteria","Acidobacteria","Subgroup 6","uncultured microorganism","uncultured microorganism","uncultured microorganism","uncultured microorganism"
"4991e9dcafa4f4ce1f9eae8e5dd6776c","Bacteria","Acidobacteria","Subgroup 6","wastewater metagenome","wastewater metagenome","wastewater metagenome","wastewater metagenome"
"fbaeab8e32ac539d3b29417aed861444","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family",NA,NA
"72cd87bed9f7445d2225d12089e35d4a","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family",NA,NA
"0d7250624370896b6c66dfe86a2415c6","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter","uncultured bacterium"
"3e991c4c18eca2944d4aee1c8d82ca91","Bacteria","Acidobacteria","Subgroup 6","uncultured Geothrix sp.","uncultured Geothrix sp.","uncultured Geothrix sp.","uncultured Geothrix sp."
"522547a24dac8c01f078084b6ba47609","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Vicinamibacter","uncultured bacterium"
"ee376029b9aa5a51abee51e6a1558b88","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family",NA,NA
"5e3c410ac5a8650a190539b42dde87c7","Bacteria","Acidobacteria","Subgroup 6","unidentified","unidentified","unidentified","unidentified"
"416dd1f4448663e7060bb73efc6b5f64","Bacteria","Acidobacteria","Subgroup 6","unidentified","unidentified","unidentified","unidentified"
"13e87fb2e6c295af0b22fcb984b22c32","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium 259","uncultured bacterium 259","uncultured bacterium 259","uncultured bacterium 259"
"ebdad4ceaf67f8e037e2068403728d5c","Bacteria","Acidobacteria","Subgroup 6","uncultured bacterium 126","uncultured bacterium 126","uncultured bacterium 126","uncultured bacterium 126"
"316e0aea3aee3eb09cb811573f1521ce","Bacteria","Acidobacteria","Subgroup 6","uncultivated soil bacterium clone C112","uncultivated soil bacterium clone C112","uncultivated soil bacterium clone C112","uncultivated soil bacterium clone C112"
"65ad65597bba1bb3e2c2c6ef3665cce5","Bacteria","Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","metagenome","metagenome"
"5b0fa5755b98ba760f1b78f3603b137d","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"79f3330f1765e0403a2bde4e34ceb9f5","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"8aebe0f8219ca099fe707a70b68d492e","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"39333ab043bd31c5235808d9e3771427","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"234c0c28910f6d15fbafd3f6c1b500da","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"b3c42f4fdd29c50d1b10d1232049487b","Bacteria","Latescibacteria","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp.","uncultured Acidobacterium sp."
"c10c7b34bdcdd1c1d14a0a9c530151c4","Bacteria","Latescibacteria","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"8a33d5671be90c6124b37df11ef85eb7","Bacteria","Latescibacteria","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"2a579b10e9b551b63394df0714cd2615","Bacteria","Latescibacteria","metagenome","metagenome","metagenome","metagenome","metagenome"
"b7396afaf6087db0b607f7590f7be324","Bacteria","Latescibacteria","metagenome","metagenome","metagenome","metagenome","metagenome"
"2dbf52574fcf9d376e17249a625b3d21","Bacteria","Latescibacteria","metagenome","metagenome","metagenome","metagenome","metagenome"
"b9ba34dfcadecc26864541a5ef4b9d87","Bacteria","WS2","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"387fa8c5112acc77a22d1211def5ddd4","Bacteria","WS2","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"6df82e646903f3416ac40516799b7980","Bacteria","WPS-2","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium"
"a3b249d70f4a56213050ce8de2cfff86","Bacteria","WPS-2","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium"
"a3ecbd9197fd90c321c6268a81dbcc45","Bacteria","WPS-2","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium","uncultured forest soil bacterium"
"62836c0143ec76cfbcc6f314c583fef7","Bacteria","WPS-2","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"4eea8576db4621d53497b38b29347956","Bacteria","WPS-2","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"795866272d7c7cfe4d061da19acaacda","Bacteria","WPS-2","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"265b2548d8022a197d18c0388a933284","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"83d35a24d536f3e149f49d43dd7b320c","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"f0d82f22293b350e8287b572330ade57","Bacteria","Armatimonadetes","uncultured","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium"
"d94d93947b8d6600d6716ec2590031cf","Bacteria","Armatimonadetes","uncultured","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium","uncultured Chloroflexi bacterium"
"003baf996467e516da8b4ac6e3f1063e","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"0210ea6216067928ccf12a199a2f5398","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"a94211a57a5c6f4ebddead5edfd7f5c7","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"ca1cfa9499d8e32353514f06b6b64f52","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"1696fba3789ccbb3121cdf093936e6b7","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"764e666241145366ee5fc894896ff784","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"66c95186c49d194d67527934053fa807","Bacteria","Armatimonadetes","uncultured","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"8a425e846d5f2addec3a267b64434327","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"f903493187958b8ad4980fd82dc9760d","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"d04624d64fff3db953b5f29e7174ca4a","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus",NA
"08eb537a5f1cbf6b0c5f65b3c9a95cdf","Bacteria","Actinobacteria","MB-A2-108","uncultured Actinomycetales bacterium","uncultured Actinomycetales bacterium","uncultured Actinomycetales bacterium","uncultured Actinomycetales bacterium"
"6bf009136fa2ee86934ebbb97e47152e","Bacteria","Actinobacteria","MB-A2-108","uncultured Nocardioidaceae bacterium","uncultured Nocardioidaceae bacterium","uncultured Nocardioidaceae bacterium","uncultured Nocardioidaceae bacterium"
"973488b65b27aaecd75ab9b34224fcb4","Bacteria","Actinobacteria","FFCH16263","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"745d0226ece0604a330d8b710432c975","Bacteria","Actinobacteria","MB-A2-108","metagenome","metagenome","metagenome","metagenome"
"4c3db2ea7e2ca0d582e1ff502c598a1c","Bacteria","Actinobacteria","MB-A2-108","metagenome","metagenome","metagenome","metagenome"
"b0c9c0f17a7ed7c101d760ce75caf75c","Bacteria","Actinobacteria","MB-A2-108","metagenome","metagenome","metagenome","metagenome"
"8479a34783d4cb0fca435c71ed4fcb15","Bacteria","Actinobacteria","MB-A2-108","metagenome","metagenome","metagenome","metagenome"
"16f43a1dd1725b1179a04d5aa1afb646","Bacteria","Actinobacteria","MB-A2-108","metagenome","metagenome","metagenome","metagenome"
"0904aef4feeb33ab10e879769bc0bd70","Bacteria","Actinobacteria","MB-A2-108","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"ab25ab3f940e4e22563f562dd400e75b","Bacteria","Actinobacteria","MB-A2-108","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"9baeeeadc095cfa235836373a719888a","Bacteria","Actinobacteria","MB-A2-108","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"b4e113915efb448c9a237cfee8964e9d","Bacteria","Actinobacteria","MB-A2-108","uncultured bacterium","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"490388283cc6f7ae12d155a6dc85cab2","Bacteria","Planctomycetes","OM190","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium","uncultured soil bacterium"
"ccfa1f61a167439f9ba75874e310dd18","Bacteria","Planctomycetes","OM190","metagenome","metagenome","metagenome","metagenome"
"7a7a9cadc85897009149dcea6790f3dc","Bacteria","Planctomycetes","Phycisphaerae","mle1-8","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"a1b056612006904895d804e0241065a7","Bacteria","Planctomycetes","Phycisphaerae","Pla1 lineage","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"65a3bebeece33031ad75ebec205129e4","Bacteria","Planctomycetes","Phycisphaerae","S-70","uncultured bacterium","uncultured bacterium","uncultured bacterium"
"1ed11e252eea1c5e11e8688290847550","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","uncultured soil bacterium PBS-22","uncultured soil bacterium PBS-22"
"67fd97377fbd0040a7a61f5d683c04aa","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA,NA
"1b12ef48a1093738c75da02ad344a3a7","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA,NA
"33d5a7b07c4faf11cd41777db18b8aa6","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA,NA
"9286b1bbef9f281a51de081c4ad6a065","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","uncultured planctomycete","uncultured planctomycete"
"d57d8727d89fb17d28b09028e89311c0","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome","metagenome"
"a5dce76dd95f22c459eaaf772fd623fd","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome","metagenome"
"8a536f8749ef9b5d5f0577d1f06f9343","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","uncultured planctomycete","uncultured planctomycete"
"3431138cf0d0619553866f2a44f60c8e","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA,NA
"1e1daf5c90692d541690ca2daebd1a49","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","metagenome","metagenome"
"6c46f9edf5c76fbd358e98fe36af0f28","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","uncultured soil bacterium PBS-22","uncultured soil bacterium PBS-22"
"71ee973dd8a7afe64d78d32dc01def73","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","CPla-3 termite group","uncultured soil bacterium PBS-22","uncultured soil bacterium PBS-22"
"738d5587f780295bf4fa89877c8f961b","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",NA
"331830da17c1cbc83dfb2857c4ff2326","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"3fc532e955b1a0407e0d891839298963","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"54fcd9865c89d554af35996496e3dbfe","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"b8f8ab7ed2ea24820e2a567a77a56db9","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium","uncultured soil bacterium"
"18eea9b8b820ac6601ec488d9355aa9e","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"21e8a48191cdd71b5ca675bbabe9d810","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium","uncultured soil bacterium"
"a845d7be49ab02773c6a99fc39d0ea1e","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium","uncultured soil bacterium"
"35c257742d1c6a883fd7b556cbf0bf5b","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured soil bacterium","uncultured soil bacterium"
"0cb01cd027e704c69c44d083c4e1e7fd","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"fa861d211aff3eb3c6434b220fc1f456","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"cf70864b6219944cf0b7ce490bf680d9","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"e38a8bd6d7df998ba5aec270b736bf95","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"83463a0e38474af0b5bb2ac991479d52","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"1896ba843dce4b716e817653b2d55ce1","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"8bb1f2b5a04baec1de9ee5e46aff6851","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"d07fab8e61c134984ef743ddcf3599d2","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured organism","uncultured organism"
"e21b1bf0ba21ad3ff88a226d6c0fe5a5","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"e99b640042ec5066b90c61186886ccfc","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"5ef84e245d81ffd3957f08aae158a9ac","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"6b1b5fc3b819d958eb1c3dd90cc8c681","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","uncultured bacterium"
"e8aa1408454524cc2c6e504540de4e93","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"278faae0dd14171b68c0e3a09be7ee20","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","uncultured bacterium"
"81b62bc81bb276b53ad45d85f2ed5e20","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","uncultured bacterium"
"d4c0b86c7267c979d06d682d25c77927","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"688b46c03c72693a72a4a9fa27254f3f","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"69a153e98ce0f704bfcbeabf3595efc7","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"95424e2bce84f4def482530b8757d7f2","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","uncultured bacterium"
"59c9faa51f2133931e8a2fcc15f762f3","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ce70694e6d7209ac95065fc4c98afe98","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
