"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"331830da17c1cbc83dfb2857c4ff2326",2.64889298522759,-0.850250292308979,0.231744865134202,-3.66890671694755,0.000243589933111752,0.000425993769280742,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"18eea9b8b820ac6601ec488d9355aa9e",2.46971882712235,-0.825375496702331,0.237136003302511,-3.4805996778541,0.000500292629212857,0.000856649559997885,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"da7753c87b6575c841d7d31c32c6e759",3.39033287777103,-2.2388103459503,0.274644718300463,-8.15165993289201,3.58962539288477e-16,1.22645534256896e-15,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"ebdd9d0c40750bff40182f5157b5985a",2.01827390103118,-0.962383010829579,0.232176873769137,-4.14504250663017,3.39750680317541e-05,6.38005094336757e-05,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium","uncultured Planctomycetales bacterium"
"c52f73d2fa32f2b0d848b4a44f37d860",4.97086204346616,-2.63412099489744,0.261283103433205,-10.0814823472534,6.67119784987699e-24,3.37215343370495e-23,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"37f141be17eab485cadeb76f39cda18f",5.59506277193757,-2.42584857913877,0.269305210168768,-9.00780411050547,2.10223446846681e-19,8.34112385875541e-19,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"9a4e8e820abcb872958f03963bb5cbb6",7.17752373137201,-3.42938102846396,0.266958486378236,-12.8461210392281,9.04323356149462e-38,8.34238296047879e-37,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"70fa49cab90db990c5d6e7c535f99ed3",2.57758334483982,-1.689768160125,0.254253540582017,-6.64599657592544,3.01172259628368e-11,7.90979101799771e-11,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"e61828bf4069a3fe1adb48b58fb9e4db",2.89884577078715,-1.66009136639971,0.237165977244432,-6.9997028481398,2.56505953605326e-12,7.33726332405932e-12,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA
"a219a287d6ae08e2b40965104af8f38c",2.81274167529799,-1.67207159437974,0.239084099595506,-6.99365452244054,2.67816583022174e-12,7.63122155484032e-12,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula",NA
"a91cbb4e907d706ed9cc4260828a21da",8.61304471951422,-3.27971823335892,0.299923857674759,-10.9351695419825,7.82595611699781e-28,4.73406197897081e-27,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
"26f75429b923b6266641891a28b48155",9.49341651614117,-2.59693657976807,0.273871659608337,-9.48231220229922,2.48709867960827e-21,1.14004895996951e-20,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured",NA
